venue,city,country,match_type,temperature,humidity,wind_speed,dew_point,cloud_cover,pitch_age_days,ground_avg_1st_innings,ground_pace_wickets_pct,ground_spin_wickets_pct,season,day_night,soil_composition,pitch_strip_number,grass_coverage,compaction_kpa,pitch_type
Wankhede Stadium,Mumbai,India,T20,30.6135049701069,75.4780237196452,13.475660685032963,18.892587216051293,46.59896722581898,3,202.41626823285463,57.047572856843615,42.952427143156385,Post-Monsoon,1,Mixed Soil,9,5.749229354409217,373.14629952049324,0
Sawai Mansingh Stadium,Jaipur,India,T20,29.97670746302967,62.105118187498825,11.15504988627757,15.941158836679477,10.24508277164363,3,143.71521829774485,66.14757459821584,33.85242540178416,Monsoon,1,Mixed Soil,3,2.605410407958952,321.2439666235719,0
Brabourne Stadium,Mumbai,India,Test,28.321654510010838,54.02440378611785,14.560362952900512,22.18413230817047,92.71019114456259,1,331.2185630924323,64.46662893704794,35.53337106295206,Winter,1,Red Soil,9,4.472777640478528,376.59979314937505,1
JSCA International Stadium Complex,Ranchi,India,ODI,23.511377990266418,36.060929222997736,10.051677815911773,13.367307296044183,43.685847965213995,2,243.27729679921165,54.712909988426404,45.287090011573596,Post-Monsoon,1,Mixed Soil,3,6.956921743487734,207.36966862486733,1
Green Park,Kanpur,India,T20,33.25143168072957,51.22797972174976,4.868007729424033,13.039446607042482,8.337986160411912,1,136.86838070890883,49.583525300821854,50.416474699178146,Monsoon,0,Red Soil,10,0.9378126973346828,239.81915100583774,2
Sawai Mansingh Stadium,Jaipur,India,T20,27.97741313429923,51.72986342317417,5.094564209418609,13.345579029022328,29.233707099618158,1,149.03111914488295,39.27597712923444,60.72402287076556,Winter,1,Red Soil,5,0.0,245.7461414598617,2
Brabourne Stadium,Mumbai,India,Test,26.454015800606985,76.17359811914287,18.211585732502474,23.650104519125122,18.509086926622686,7,329.97086888606407,71.78591707923579,28.214082920764213,Post-Monsoon,0,Black Soil,10,3.8984978628962383,222.6502785474704,1
M. Chinnaswamy Stadium,Bengaluru,India,T20,22.052298005095913,47.82658665921268,8.418172884192781,12.394815494559422,39.870255587477025,4,194.2784752054439,46.471001024252104,53.528998975747896,Summer,0,Black Soil,9,5.498749646710074,320.56311917396886,0
Narendra Modi Stadium,Ahmedabad,India,T20,27.977837125037887,37.26854969222131,13.776258879880503,16.40523870395167,59.182047863276836,6,173.7227099830402,41.07000731395444,58.92999268604556,Monsoon,1,Mixed Soil,8,2.5817211561252624,224.02265169653424,2
JSCA International Stadium Complex,Ranchi,India,T20,33.81210183618165,67.08165704395209,9.74706299283285,20.231662495119355,0.0,1,163.78002575422587,48.67924070316451,51.32075929683549,Winter,0,Mixed Soil,7,8.290949868367372,285.35229469244956,1
Narendra Modi Stadium,Ahmedabad,India,ODI,27.96052829862034,63.78211960279025,6.855273225336127,11.684499348798914,63.80956400331681,3,299.48559682094026,48.501275779405134,51.498724220594866,Monsoon,0,Red Soil,8,1.5350200461100494,145.26134404856776,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,31.87761067901562,54.049742551614685,18.503963792141583,12.32664652658119,41.514212971711956,5,187.84897625504138,54.95466870999741,45.04533129000259,Monsoon,1,Black Soil,5,4.99111664279631,298.4962132728492,0
Brabourne Stadium,Mumbai,India,T20,24.504112950282263,77.71901156693964,20.98313934493505,17.3677502706834,58.23571158638202,2,157.81017756283308,53.283050312397116,46.716949687602884,Post-Monsoon,0,Black Soil,6,9.029151034266617,328.94256518520103,1
Dr DY Patil Sports Academy,Mumbai,India,T20,30.0932850261475,100.0,22.148937262352092,19.76988894113194,45.003396456244474,2,186.62917438527228,67.41510801779064,32.584891982209356,Post-Monsoon,1,Red Soil,6,8.21738416942704,417.52734475160764,1
M. Chinnaswamy Stadium,Bengaluru,India,ODI,29.71608063846511,51.06742383256726,10.976904579693993,16.447251778419933,5.154803279339493,3,246.96621845234606,41.282092455909265,58.717907544090735,Summer,1,Mixed Soil,5,5.452065963135007,322.3981879653868,0
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,33.37980983270721,41.5805402335572,10.808311931897768,23.79539141392933,34.61284555637596,2,149.7498871848662,47.60990088510272,52.39009911489728,Post-Monsoon,1,Black Soil,1,3.727896914757011,274.7458119729399,2
M. A. Chidambaram Stadium,Chennai,India,T20,26.735242900559996,69.69882338100632,15.305074277071027,24.5576538260981,49.81734182502688,6,173.78027051656156,47.256293866487006,52.743706133512994,Summer,1,Red Soil,5,2.0351406324804775,193.29085015899096,2
Brabourne Stadium,Mumbai,India,Test,33.254035713806104,63.52303059776367,11.857961106515672,21.72572559180145,61.13615318583997,1,329.27155650888545,49.60216945935931,50.39783054064069,Summer,1,Red Soil,7,6.1067054178788345,342.78681757296414,2
M. A. Chidambaram Stadium,Chennai,India,Test,27.07633333530344,66.85663379636199,12.450114118328719,25.43070935793504,70.9335854914132,5,319.6777523621996,61.60505388210273,38.39494611789727,Winter,0,Red Soil,7,1.970422607325181,202.73218085863044,1
M. A. Chidambaram Stadium,Chennai,India,T20,31.207819585222396,49.05999131900451,17.751725507024442,24.270846425051648,61.59814797112301,1,160.16744321735175,58.366711867341195,41.633288132658805,Winter,1,Red Soil,9,2.0779847444673805,263.78761502249546,2
Wankhede Stadium,Mumbai,India,ODI,31.235084138951034,79.26069736089832,11.786082151796379,23.18848922175736,34.21012966280378,6,283.62289282550125,62.67813501925424,37.32186498074576,Post-Monsoon,1,Black Soil,2,4.88600849385582,332.9687804909471,1
Rajiv Gandhi International Stadium,Hyderabad,India,T20,35.04025478745971,47.0439677966327,8.930721995030428,11.091015075472574,57.37790164764452,2,168.9347247081853,48.429471462992524,51.570528537007476,Post-Monsoon,0,Mixed Soil,4,3.5863452842650188,402.22925075683304,2
Sawai Mansingh Stadium,Jaipur,India,T20,44.816185608976724,54.70660993744954,8.096875764668177,20.680111671148417,0.0,2,167.07504344038415,64.95542795744858,35.04457204255142,Winter,1,Red Soil,10,0.8800581196334583,260.1632814235761,2
M. Chinnaswamy Stadium,Bengaluru,India,T20,28.761198915400747,55.69557249270195,16.690980664693264,19.209692051196683,45.03226800640083,3,143.08035516678783,53.266016169710106,46.733983830289894,Post-Monsoon,1,Mixed Soil,6,4.161649468397093,343.68677007837795,0
Holkar Cricket Stadium,Indore,India,T20,35.24607508165503,58.89169465201717,10.368282974960973,12.015220985771803,11.440046091420577,4,175.04018873660328,51.69298965301874,48.30701034698126,Winter,0,Mixed Soil,10,3.3214844575987454,374.20283982227704,0
Dr DY Patil Sports Academy,Mumbai,India,T20,30.537335837253632,77.19382182858675,13.16202266919907,18.089705272714422,98.6768496714507,5,211.64602674045994,58.60036136266063,41.39963863733937,Summer,1,Black Soil,3,4.392168354970627,322.7479059167791,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,23.04332971481091,58.02792353831198,20.600403855253944,20.558241034320247,29.339006524155206,4,270.1945967473328,46.73526599476658,53.26473400523342,Post-Monsoon,0,Mixed Soil,9,2.5410132588694894,195.03074033822682,2
Barabati Stadium,Cuttack,India,T20,34.51932931901755,87.72376913175752,17.38705286718044,27.876436280091713,43.498193231018824,6,200.70541586984638,71.15320191492818,28.846798085071825,Winter,1,Red Soil,4,4.776636869456646,318.84590226902463,1
Arun Jaitley Stadium,Delhi,India,Test,35.649852018727984,60.160421818868414,5.1950182903784,20.63103522101679,62.045148488939105,6,326.5560779377167,45.04507145707311,54.95492854292689,Monsoon,1,Mixed Soil,6,2.537361823533973,107.57375123236795,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,ODI,31.861375173154997,57.510570736099446,6.863395370415605,20.862640673381392,29.110361804955563,6,260.46460633480683,52.36862050578484,47.63137949421516,Monsoon,0,Mixed Soil,7,3.6772873584301995,100.0,2
Barabati Stadium,Cuttack,India,ODI,33.476348339404105,65.93174055543425,19.33887760263091,18.315404819477315,41.492749546670055,4,252.41459778485057,63.21508475125508,36.78491524874492,Winter,1,Black Soil,3,3.321877100218992,271.2781929970933,1
Holkar Cricket Stadium,Indore,India,ODI,34.06473586740114,47.886517737372294,8.108573913178969,11.166163577218946,65.98587457341984,2,238.52029941732957,45.29004049761971,54.70995950238029,Winter,1,Black Soil,6,7.038472734176718,307.8641008509977,2
M. Chinnaswamy Stadium,Bengaluru,India,ODI,24.70456427785646,39.74592364853705,16.406669282322596,15.299107156542046,44.92392024148408,4,276.972751872807,62.420555599003286,37.579444400996714,Monsoon,1,Red Soil,10,3.8349451807093096,369.3264064859903,0
Maharashtra Cricket Association Stadium,Pune,India,ODI,32.03844539161286,78.19169816214134,11.681241231761852,5.4877841489967985,42.17857675549434,3,289.1809600735828,50.96757847516937,49.03242152483063,Winter,1,Red Soil,7,4.421081860416916,357.5869894396854,0
Eden Gardens,Kolkata,India,T20,31.400571649840305,31.556416738620225,10.58234207525711,11.26709779724266,25.265595257299758,2,187.99142264696474,45.07084797330013,54.92915202669987,Post-Monsoon,0,Red Soil,9,4.7042742037948155,150.40593445290625,2
M. Chinnaswamy Stadium,Bengaluru,India,T20,31.606359379278093,44.87802166161682,10.145197857526458,14.00051096365776,0.0,3,207.03039406926604,45.1215968039821,54.8784031960179,Post-Monsoon,1,Black Soil,6,5.037689364550152,289.78096477674876,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,26.408388499239965,52.15616203156071,2.6773381584320566,10.891077613249362,18.484645396908455,5,183.56665955961424,46.099112396504665,53.900887603495335,Winter,0,Black Soil,9,7.5184465277402435,254.09849988754854,0
Narendra Modi Stadium,Ahmedabad,India,Test,34.87496212769423,56.82802617483293,9.104170033932933,14.451093192654977,51.195173769743214,5,285.5154290446737,28.595049249399516,71.40495075060048,Monsoon,1,Mixed Soil,9,0.0,100.0,2
Holkar Cricket Stadium,Indore,India,ODI,32.25015965593032,57.17261219722019,6.5399252538389305,17.88909658871201,26.63047925839574,2,286.6544658570371,35.9680194795176,64.03198052048239,Summer,1,Black Soil,10,4.773583822085814,397.6424893951191,0
Eden Gardens,Kolkata,India,ODI,31.263933207672984,44.96264634999466,4.929654035573603,9.93361492107663,33.93335418964557,6,259.75709084905077,32.873875602739076,67.12612439726092,Monsoon,1,Mixed Soil,8,4.024051520712311,123.33739086586516,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,30.459385571870335,60.70343685522849,6.239856387692203,14.340622473680941,15.929248081686197,1,192.19196662079466,44.39011419956274,55.60988580043726,Monsoon,1,Mixed Soil,1,3.8876095562788278,263.26712680681425,2
JSCA International Stadium Complex,Ranchi,India,T20,31.682607767000206,32.92333836280227,9.056278934943862,9.023550657124886,33.830557262465284,2,128.58180491228194,53.2306199470769,46.7693800529231,Winter,0,Mixed Soil,10,4.325184207311282,352.3179397338753,0
Arun Jaitley Stadium,Delhi,India,T20,27.150109585275658,55.33085291697643,1.0,14.851356860264469,12.554207573394745,7,167.2287552133718,33.10536472325632,66.89463527674368,Monsoon,1,Red Soil,2,4.180439100257597,135.3367267050811,2
Maharashtra Cricket Association Stadium,Pune,India,T20,33.35940098526109,83.09954847700664,6.890820046977977,13.928821705299269,22.333312462359256,6,190.72002570072382,48.57300124457191,51.42699875542809,Summer,1,Red Soil,6,3.574530744367834,344.37783215508205,0
JSCA International Stadium Complex,Ranchi,India,T20,27.731965397031683,54.87313130058939,6.248904648789337,22.142482994485224,54.51017923358248,2,150.07630266549484,53.10075994744983,46.89924005255017,Monsoon,1,Mixed Soil,7,3.0700754284454703,306.32656868912693,0
Brabourne Stadium,Mumbai,India,Test,29.917550645969836,72.76821332932522,11.794920420062184,27.77506496304997,28.890761246331966,4,354.8460708769429,68.36593054392287,31.63406945607713,Monsoon,1,Black Soil,5,4.075454841845437,334.5559272927775,0
Green Park,Kanpur,India,ODI,28.99914056497495,31.65526232888591,15.428047014870293,9.769332406460244,52.53276118062074,7,254.57710187226832,53.56391940638497,46.43608059361503,Summer,0,Black Soil,6,1.3995009373476324,165.2762602612155,2
Maharashtra Cricket Association Stadium,Pune,India,T20,31.365175088701818,63.410161317479975,14.045587441928001,14.36154932991731,28.644070621241518,4,136.29609988321795,51.546873812597866,48.453126187402134,Summer,0,Black Soil,7,4.612390617849339,366.7664124335327,0
Holkar Cricket Stadium,Indore,India,T20,36.72590845570967,62.81162842097092,11.450666635443778,22.176927117314346,2.0243038485768707,5,185.76071756714748,41.68355962564863,58.31644037435137,Winter,0,Black Soil,2,2.8401262593181826,341.07507932234137,0
Vidarbha Cricket Association Stadium,Nagpur,India,ODI,33.258840012852644,51.27558236566075,1.0,19.97132153547296,38.00644313758431,4,251.980357391999,56.95964478053331,43.04035521946669,Summer,0,Red Soil,5,2.7607861883124136,266.33410604056144,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,34.1659957283393,34.65921222019846,13.220741685759911,12.063706127425888,42.00651746952477,5,182.0053788095523,49.944827720051684,50.055172279948316,Post-Monsoon,1,Black Soil,8,4.768337567557771,338.8968828534668,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,ODI,37.568646767721624,55.0478506785816,12.188366500965532,19.177967576202274,42.97704599332518,1,250.24360942488752,29.49330068976302,70.50669931023698,Monsoon,1,Mixed Soil,4,5.36970194658601,273.8761467432878,2
M. A. Chidambaram Stadium,Chennai,India,T20,30.870459306270753,78.57650583895968,22.508009363155963,14.17345077466289,41.915017959830536,4,183.6673543185471,64.96549886941989,35.03450113058011,Monsoon,1,Red Soil,3,2.9362701580735124,217.85591843372225,1
Rajiv Gandhi International Stadium,Hyderabad,India,T20,38.56183597309781,60.65386447005879,10.220694483327966,14.783699295848367,47.2627242582597,4,181.9723214576312,40.536989883753,59.463010116247,Summer,1,Red Soil,3,2.7897229092769824,300.55497077961445,0
Barabati Stadium,Cuttack,India,T20,26.796732330664824,93.56566317894706,1.0,16.989047951405652,100.0,3,177.999405616816,48.02636645876193,51.97363354123807,Post-Monsoon,0,Black Soil,5,8.615313114764014,412.77759012701534,1
Sawai Mansingh Stadium,Jaipur,India,T20,26.866650016043884,28.121184664566215,2.1743580274979957,11.414219375502913,9.088625110580836,1,171.8912036022438,39.40478539340772,60.59521460659228,Summer,1,Black Soil,5,2.1209588057389617,269.12561409114323,0
Arun Jaitley Stadium,Delhi,India,Test,30.924069601276553,50.45003856625622,5.823098555759815,14.764869393676932,18.167885208256827,1,320.63053197459004,32.46729351536541,67.53270648463459,Winter,1,Mixed Soil,7,1.962324719029302,232.2746523517655,2
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,27.220264657519603,29.904024706535175,8.206963232306846,17.267882638334893,19.71749422566509,1,220.45559122747534,46.17249483124043,53.82750516875957,Monsoon,0,Mixed Soil,8,4.723437969926287,185.64990082637289,2
Dr DY Patil Sports Academy,Mumbai,India,T20,29.606067886991912,75.58114394258119,21.60455001334936,22.528230297849998,69.57608440700247,5,153.56647016551102,70.2156159896371,29.7843840103629,Summer,1,Black Soil,4,4.946513766132204,280.7894595262784,1
Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,Lucknow,India,T20,28.6282965187184,65.39307071076284,11.465383266334584,16.06127072031193,18.651351033802086,6,162.33737485284053,43.73942160991349,56.26057839008651,Monsoon,1,Red Soil,10,3.794948535189051,150.39946544539714,2
Narendra Modi Stadium,Ahmedabad,India,T20,33.901296252586505,58.4795153134984,12.1109333071872,13.605652136180051,17.25158246819697,6,177.13802191896318,48.09427660211768,51.90572339788232,Monsoon,0,Red Soil,7,1.4405613825428794,120.82383106044799,2
Green Park,Kanpur,India,T20,31.619168978095352,20.0,5.467630252633092,14.796613531562874,27.154547515695263,6,170.43625642626924,53.00046585754514,46.99953414245486,Winter,1,Red Soil,5,2.8898219902132545,133.66883332160984,2
Wankhede Stadium,Mumbai,India,ODI,27.446664387469415,71.9520426665709,11.094287538586105,24.59930332851313,69.89166893183207,2,284.7840083505026,55.78998536520339,44.21001463479661,Monsoon,0,Mixed Soil,9,6.030002246208001,351.36021915665765,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,34.465589601430395,54.25420281147602,12.526337579663853,9.282007046546127,74.26885870336304,3,151.60528002080213,50.345646456890044,49.654353543109956,Summer,1,Black Soil,4,2.2234364395670703,242.14702565949335,0
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,35.82269258076782,55.78413047442874,5.054021141846606,19.23901444327294,2.041572483742968,2,200.219252720896,50.60004246574604,49.39995753425396,Summer,0,Mixed Soil,5,7.309503462905528,262.37975619872645,0
Green Park,Kanpur,India,T20,25.77607050884957,50.07120976038113,10.157828336449574,13.606462595750715,62.00040522612824,5,146.29543774694073,45.30141494516792,54.69858505483208,Winter,1,Mixed Soil,6,0.9171637795977852,165.59555081243158,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,33.93221437201752,49.749224721933416,15.706329847551848,11.477128317154234,42.70467495288758,2,198.03610708096113,45.591315438151476,54.408684561848524,Post-Monsoon,1,Black Soil,6,5.11303775603605,364.4204355952148,0
M. A. Chidambaram Stadium,Chennai,India,T20,36.90790147245272,64.1397614249482,12.157789581411263,20.73678671571126,53.477984412387585,3,156.49295986525777,50.21678414906099,49.78321585093901,Winter,1,Red Soil,6,4.75705156840942,187.63558432327213,2
Arun Jaitley Stadium,Delhi,India,T20,36.87889505803418,43.38442311113352,13.790399934700456,12.398318189307219,25.04238332761323,1,159.59789636558492,58.94031899172476,41.05968100827524,Winter,0,Mixed Soil,7,0.16323380117222008,170.6248940119275,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,26.928045104929275,66.6054651988326,12.017940351405514,15.74987068869011,12.938871761859481,7,140.09288229674183,48.65432138483188,51.34567861516812,Monsoon,1,Black Soil,7,5.853551125702981,318.37755631174997,2
JSCA International Stadium Complex,Ranchi,India,T20,39.14851158783925,28.09399691895304,8.826615920388695,19.846995628784626,2.7503871092621566,1,150.8375566441425,44.767692019458885,55.232307980541115,Winter,0,Mixed Soil,8,1.1272771127088088,311.8114424135216,2
M. A. Chidambaram Stadium,Chennai,India,ODI,25.40223904172365,67.67624340997034,25.76733963585439,21.382781510385023,25.874415328282186,3,273.9673774946061,39.711970821794864,60.288029178205136,Monsoon,0,Red Soil,6,3.624362794707042,223.91990990084196,2
Maharashtra Cricket Association Stadium,Pune,India,ODI,28.48672005844635,47.38123627608572,12.206793462649747,13.604909275194792,39.973310960244554,5,321.6651556405345,58.434702477753646,41.565297522246354,Winter,0,Black Soil,8,2.29913700976985,260.40383368314144,0
Vidarbha Cricket Association Stadium,Nagpur,India,T20,36.02063366681889,55.00627615342607,7.771602219733952,6.671035025480503,36.55297065918143,4,165.56694426128982,50.46343002831166,49.53656997168834,Monsoon,0,Mixed Soil,8,6.23307378314753,283.4024367299994,0
Dr DY Patil Sports Academy,Mumbai,India,ODI,31.00185809994047,76.63981503980416,9.558461034726538,25.787266836384497,54.250827343794924,1,249.5496919049107,62.16802873169046,37.83197126830954,Winter,1,Black Soil,5,8.569845668618019,358.4213894046597,1
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,32.29163692161889,70.44418737534036,15.283049245208034,17.734514917918883,14.951147247859218,2,308.09143252271156,53.29041145766618,46.70958854233382,Monsoon,0,Red Soil,10,2.7971139904504634,286.2713512605543,0
Sawai Mansingh Stadium,Jaipur,India,T20,28.91351865056736,47.562556734578855,6.215450636174676,14.355082275276795,76.56635001238179,2,195.4713117950701,51.83583163996365,48.16416836003635,Summer,1,Black Soil,3,5.519562143247193,321.19881576430225,0
Punjab Cricket Association IS Bindra Stadium,Mohali,India,T20,39.26009703080342,52.04107412010011,1.0,17.435562066308123,15.110038344720234,7,150.40631228338188,54.01261111832803,45.98738888167197,Post-Monsoon,1,Red Soil,6,3.121404204390517,190.01577469593343,2
Barabati Stadium,Cuttack,India,T20,30.358370493020736,69.68465493134477,7.932457008759074,24.956258485502158,0.0,7,155.17996658937443,52.482948997182916,47.517051002817084,Summer,0,Mixed Soil,9,9.316912020652588,257.9417806991528,1
Vidarbha Cricket Association Stadium,Nagpur,India,ODI,25.244899491039202,56.453464540026296,11.94979972098874,16.10254712931631,24.119308592444636,5,288.19955832509106,36.517060208455234,63.482939791544766,Post-Monsoon,1,Mixed Soil,1,2.9850255822055747,212.90808231731876,0
JSCA International Stadium Complex,Ranchi,India,T20,31.198962661778395,39.39448127990589,8.710239533794681,13.80205643683354,19.673481924880175,6,174.42662443042835,50.87716950163807,49.12283049836193,Post-Monsoon,0,Black Soil,6,1.0272532085691561,244.98737812823015,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,25.35385098169526,72.76761187113884,11.757853914812294,13.323037373306917,14.453310041782203,2,153.77030132403985,39.47542131109352,60.52457868890648,Summer,1,Black Soil,3,2.6018479235086227,319.74138352865066,1
Brabourne Stadium,Mumbai,India,T20,28.51692569330397,69.78845051530794,19.123713732739837,13.454780288066482,77.56105993899806,7,211.06953299953773,59.619919494275166,40.380080505724834,Post-Monsoon,1,Black Soil,10,8.282618913011333,255.29767570550246,1
Maharashtra Cricket Association Stadium,Pune,India,T20,32.5042941267832,27.492911784947776,1.0,20.489549736574304,54.88360284683156,1,159.89147246213193,57.15605648161059,42.84394351838941,Winter,0,Red Soil,3,4.722334644275217,399.28193365906685,2
Wankhede Stadium,Mumbai,India,T20,27.440777954316992,72.94728709177038,15.172037479927639,16.8062894298619,69.63951001780984,4,159.77365787276494,55.712067056217236,44.287932943782764,Winter,1,Black Soil,8,8.727274537323645,289.53543435745263,1
Dr DY Patil Sports Academy,Mumbai,India,Test,27.890647164825324,88.10504850075496,15.1952254278228,22.66167532117396,53.53908896705024,7,361.1684828757783,47.21188324471545,52.78811675528455,Winter,0,Red Soil,2,5.947953036124177,321.96236944120295,0
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,39.12149196303642,54.960703488583746,12.39901160025789,9.639166459875806,34.97426024184876,4,176.2034556570879,46.9779384757246,53.0220615242754,Winter,0,Red Soil,9,8.161296026157093,214.11748691624194,2
Rajiv Gandhi International Stadium,Hyderabad,India,T20,30.457888728825406,51.47527563721137,5.917281869016393,18.560108630972735,26.642159869611817,4,182.14863430422406,47.49604049533423,52.50395950466577,Winter,1,Black Soil,4,4.515862808293613,355.7909936206884,0
Green Park,Kanpur,India,T20,28.16880854732513,59.50182101905649,10.856204123002858,9.309485405001002,27.782468284636842,4,163.1762654834058,34.471130280145786,65.52886971985421,Summer,1,Mixed Soil,4,4.147809901466378,193.171263082608,2
Rajiv Gandhi International Stadium,Hyderabad,India,ODI,25.531544463863067,43.986142892984866,8.383587007418189,16.653918176222884,45.149702463685536,6,278.9619502171006,47.543368565211864,52.456631434788136,Post-Monsoon,1,Black Soil,9,3.7729469520726866,348.55448880640705,0
Dr DY Patil Sports Academy,Mumbai,India,Test,29.008596321710744,55.04778865603703,23.136155708317858,20.666669492013543,53.025790541468396,4,383.0864373982875,48.05313636776414,51.94686363223586,Summer,0,Mixed Soil,2,4.93969736234265,224.72405095457628,0
Barabati Stadium,Cuttack,India,ODI,25.3792997730257,62.9177786093881,5.553012060630397,16.602152452877984,74.35911045589538,1,319.0992952008326,62.53504448972858,37.46495551027142,Summer,0,Black Soil,4,4.108760466059094,442.6894654702883,0
Barabati Stadium,Cuttack,India,T20,26.336190416962832,63.30241338574031,14.600768179471302,20.758742987544988,100.0,4,141.3009867615553,60.68128271271853,39.31871728728147,Summer,1,Black Soil,7,8.381891917972766,324.9581260001611,1
Sawai Mansingh Stadium,Jaipur,India,Test,33.28080361564837,69.36390270827101,14.684832709571708,15.285178453989747,9.221316258567885,1,316.79988395635536,47.24295078466068,52.75704921533932,Summer,0,Red Soil,8,3.139001029301089,250.5706720326259,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,26.997897263370433,45.87927565302407,3.320413453042831,16.51900875399479,51.28490739932512,6,257.91260556494126,45.503781539119984,54.496218460880016,Post-Monsoon,1,Red Soil,7,2.7148088249775775,196.6906435361082,2
Vidarbha Cricket Association Stadium,Nagpur,India,T20,23.09088509853055,68.59986210831039,11.96031058291871,19.04312553602294,43.51755914055998,3,166.07634614296344,46.79752630110357,53.20247369889643,Monsoon,1,Mixed Soil,7,3.438853763971806,298.7150440026045,1
Green Park,Kanpur,India,ODI,30.045265107746086,39.526447866449004,11.67922836442912,12.05494043943122,30.9165594342449,3,288.67506379277154,35.04405929168581,64.95594070831419,Post-Monsoon,0,Mixed Soil,5,3.7659473136631525,202.02704974590202,2
Punjab Cricket Association IS Bindra Stadium,Mohali,India,ODI,27.496302343673058,49.73823136363617,17.13163488450017,21.838138462505075,67.52324020968504,5,287.27423074805165,38.95471834963543,61.04528165036457,Post-Monsoon,0,Mixed Soil,1,1.7654757195046042,180.50115226476964,2
M. A. Chidambaram Stadium,Chennai,India,T20,31.126343942970994,59.19951639509911,14.475116576576669,14.971532857462048,7.9258791531956945,2,181.29413961654762,44.26745762246137,55.73254237753863,Winter,1,Black Soil,3,3.208373313466359,176.94216356931793,2
Holkar Cricket Stadium,Indore,India,T20,38.9013724713821,31.163859224475267,11.914355676857355,11.020771051420994,54.981751003881136,2,192.60024198929636,41.44088305918192,58.55911694081808,Winter,1,Black Soil,4,5.89087576101883,419.68589747774035,0
Rajiv Gandhi International Stadium,Hyderabad,India,T20,31.409691242875645,70.0039311721168,6.29835317080644,14.831655793454454,48.63043453476193,2,185.61011334089375,42.5238603429552,57.4761396570448,Summer,1,Mixed Soil,1,6.287326218975218,408.0464601154864,0
Narendra Modi Stadium,Ahmedabad,India,ODI,33.852277127406346,38.22808163732131,4.831821672405443,16.967720805425238,31.099957447352008,3,269.41854099570463,49.30315548272645,50.69684451727355,Post-Monsoon,0,Mixed Soil,3,0.1821566723519603,207.66989586106004,2
Holkar Cricket Stadium,Indore,India,T20,31.086792684239665,72.16210159302283,20.1129470233245,11.74284978770687,46.58425951085863,4,198.39455891924894,52.191837077913874,47.808162922086126,Winter,0,Black Soil,7,7.03135518120963,369.6109931465626,0
Barabati Stadium,Cuttack,India,T20,33.52569748201092,74.44496244588748,16.002338605381254,21.484962178708173,7.598630112407285,6,163.23123533407076,48.09465146978577,51.90534853021423,Winter,1,Black Soil,10,7.760518796336145,298.65760135749537,1
Maharashtra Cricket Association Stadium,Pune,India,Test,30.201833778709783,50.93723116040407,14.340332494255861,7.25599548366348,33.73346522708111,5,337.4849509859139,44.98697154902477,55.01302845097523,Monsoon,0,Black Soil,10,7.385440830634077,295.4234886732152,2
JSCA International Stadium Complex,Ranchi,India,ODI,31.02129202650843,74.16465093624404,13.751005624731595,16.228433450329685,33.55612499849509,3,256.27108832265736,49.60633239971482,50.39366760028518,Summer,1,Red Soil,5,3.976399424205993,251.33508779752572,2
M. A. Chidambaram Stadium,Chennai,India,T20,26.325648570210042,76.93166595567246,22.637660323786275,25.58396123325024,24.459251332041944,5,159.19032866017903,37.93940400863207,62.06059599136793,Summer,1,Red Soil,1,0.557361648063772,123.57229232831989,2
Himachal Pradesh Cricket Association Stadium,Dharamsala,India,T20,33.339671998986816,66.28391024200322,1.1845720288303543,19.75334615343575,28.133902958981587,3,181.0928748157071,38.41259658589436,61.58740341410564,Summer,0,Mixed Soil,5,4.425287387060225,310.2300414999367,0
Brabourne Stadium,Mumbai,India,T20,32.10886614582451,88.73321315260515,12.324852728458128,24.708905942755162,81.93983492449517,7,151.74732602396733,63.89191087107854,36.10808912892146,Monsoon,1,Red Soil,3,8.857389390274157,236.02210275990092,1
Vidarbha Cricket Association Stadium,Nagpur,India,T20,28.26166524468858,52.28590122392044,15.031952388098746,24.149800002612587,1.8354136048669645,3,171.93752439130472,40.30771979012567,59.69228020987433,Winter,1,Red Soil,8,2.3106198148433803,237.01407127270704,2
